ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782200355876,9782200243982,Église et société en Occident,Feller,Laurent,Armand Colin,U,Histoire,,2009,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/eglise-et-societe-en-occident--9782200355876.htm
9782200267636,9782200246686,Église et société en Occident,Vincent,Catherine,Armand Colin,U,Histoire,,2009,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/eglise-et-societe-en-occident-xiiie-xve-siecles--9782200267636.htm
9782200249458,9782200282028,Les décolonisations au XX,Brocheux,Pierre,Armand Colin,U,Histoire,,2012,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-decolonisations-au-xxe-siecle--9782200249458.htm
9782707137814,9782707171962,La marche des idées,Dosse,François,La Découverte,Armillaire,Histoire,,2003,2013-04-02,non,D,infos non disponibles,http://www.cairn.info/la-marche-des-idees--9782707137814.htm
9782746706309,,Une culture bourgeoise,Gay,Peter,Autrement,Mémoires/Histoire,Histoire,,2005,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/une-culture-bourgeoise--9782746706309.htm
9791021003309,9791021003316,"1515, Marignan",Sablon du Corail,Amable ,Tallandier,L'Histoire en batailles,Histoire,,2015,2015-11-03,non,F,infos non disponibles,http://www.cairn.info/1515-marignan--9791021003309.htm
9782200287719,9782200290368,1792. Entrer en République,Biard,Michel,Armand Colin,Recherches,Histoire,,2013,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/mille-sept-cent-quatre-vingt-douze--9782200287719.htm
9782700703252,9782403011227,1940 «La guerre détraquée»,Ragache,Gilles,Aubier (ReLIRE),Floréal,Histoire,,1983,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/1940-la-guerre-detraquee--9782700703252.htm
9782847348446,,Alésia,Le Bohec,Yann,Tallandier,L'Histoire en batailles,Histoire,,2012,2016-01-04,non,D,infos non disponibles,http://www.cairn.info/alesia--9782847348446.htm
9791021008427,9791021008434,Aragon retrouvé,Daix,Pierre,Tallandier,Hors collection,Histoire,,2015,2015-11-03,non,D,infos non disponibles,http://www.cairn.info/aragon-retrouve--9791021008427.htm
9782130619383,,"Au secours, Maréchal !",Le Crom,Jean-Pierre,P.U.F.,Hors collection,Histoire,,2013,2017-04-05,non,F,infos non disponibles,http://www.cairn.info/au-secours-marechal--9782130619383.htm
9791021010048,9791021010055,Au service du roi,da Vinha,Mathieu,Tallandier,Hors collection,Histoire,,2015,2015-11-03,non,D,infos non disponibles,http://www.cairn.info/au-service-du-roi--9791021010048.htm
9782707110350,9782348006838,Avec les ouvriers de Mazamet,Cazals,Rémy,La Découverte,Centre d'histoire du syndicalisme,Histoire,,1979,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/avec-les-ouvriers-de-mazamet--9782707110350.htm
9782707130389,9782707170606,Avenirs et avant-gardes en France XIX,Fridenson,Patrick,La Découverte,TAP/HIST Contemporaine,Histoire,,1999,2013-04-02,non,D,infos non disponibles,http://www.cairn.info/avenirs-et avant-gardes-en-france--9782707130389.htm
9782746702639,,"Barbie, Touvier, Papon",Jean,Jean-Paul,Autrement,Mémoires/Histoire,Histoire,,2002,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/barbie-touvier-papon--9782746702639.htm
9782600018074,,"Bordeaux et les Etats-Unis, 1776-1815",Marzagalli,Silvia,Librairie Droz,Publications d'histoire économique et sociale internationale,Histoire,,2015,2016-08-30,non,E,infos non disponibles,http://www.cairn.info/bordeaux-et-les-etats-unis-1776-1815--9782600018074.htm
9782707119186,9782348012952,Boris Souvarine et la critique sociale,Roche,Anne,La Découverte,TAP / série histoire contemporaine,Histoire,,1990,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/boris-souvarine-et-la-critique-sociale--9782707119186.htm
9782262005184,,C'était dans le journal pendant la Révolution française,Bertaud,Jean-Paul,Éditions Perrin,Pour l'Histoire,Histoire,,1988,2016-03-15,non,D,infos non disponibles,http://www.cairn.info/c-etait-dans-le-journal-pendant-la-revolution-fran--9782262005184.htm
9782847348507,9791021000339,Camerone,Comor,André-Paul,Tallandier,L'Histoire en batailles,Histoire,,2012,2015-12-01,non,C,infos non disponibles,http://www.cairn.info/camerone--9782847348507.htm
9782746700284,,Camps de femmes,Gilzmer,Mechtild,Autrement,Mémoires/Histoire,Histoire,,2000,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/camps-de-femmes--9782746700284.htm
9782746707184,,Ces officiers qui ont dit non à la torture,Jauffret,Jean-Charles,Autrement,Mémoires/Histoire,Histoire,,2005,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/ces-officiers-qui-ont-dit-non-a-la-torture--9782746707184.htm
9782855656373,9782259246811,Charles X,Raillat,Landric,Plon (ReLIRE),Hors collection,Histoire,,1991,2017-01-01,non,C,infos non disponibles,http://www.cairn.info/charles-x--9782855656373.htm
9791021007116,9791021007123,Charles le Téméraire,Brion,Marcel,Tallandier,Texto,Histoire,,2014,2015-12-01,non,D,infos non disponibles,http://www.cairn.info/charles-le-temeraire--9791021007116.htm
9782262012786,9782262059699,Choiseul,Chaussinand-Nogaret,Guy,Éditions Perrin,Hors collection,Histoire,,1998,2016-10-04,non,B,infos non disponibles,http://www.cairn.info/choiseul--9782262012786.htm
9782847343403,,Chrétien de Troyes,Doudet,Estelle,Tallandier,Hors collection,Histoire,,2009,2015-12-01,non,E,infos non disponibles,http://www.cairn.info/chretien-de-troyes--9782847343403.htm
9782200294045,9782200600457,"Citoyenneté, République et Démocratie en France",Boudon,Jacques-Olivier,Armand Colin,U,Histoire,,2014,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/citoyennete-republique-et-democratie-en-france--9782200294045.htm
9782842924355,9782842924379,Clemenceau,Brodziak,Sylvie,P.U.V.,Libre cours,Histoire,,2015,2016-07-07,non,B,infos non disponibles,http://www.cairn.info/clemenceau--9782842924355.htm
9782746703971,,Combats de femmes 1789-1799,Morin-Rotureau,Évelyne,Autrement,Mémoires/Histoire,Histoire,,2003,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/combats-de-femmes-1789-1799--9782746703971.htm
9782746705159,,Combats de femmes 1914-1918,Morin-Rotureau,Évelyne,Autrement,Mémoires/Histoire,Histoire,,2004,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/combats-de-femmes-1914-1918--9782746705159.htm
9782724612561,9782724689228,Consommateurs engagés à la Belle Époque,Chessel,Marie-Emmanuelle,Presses de Sciences Po,Académique ,Histoire,,2012,2013-04-02,non,G,infos non disponibles,http://www.cairn.info/consommateurs-engages-a-la-belle-epoque--9782724612561.htm
9782724603651,9782724685855,Crise du féodalisme,Bois,Guy,Presses de Sciences Po,Références ,Histoire,,1976,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/crise-du-feodalisme--9782724604535.htm
9782708408142,,Culture classique et christianisme,Auger,Danièle,Éditions Picard,"Textes, images et monuments de l'Antiquité au Haut Moyen Âge",Histoire,,2008,2015-03-12,non,E,infos non disponibles,http://www.cairn.info/culture-classique-et-christianisme--9782708408142.htm
9782746702998,,Culture coloniale 1871-1931,Lemaire,Sandrine,Autrement,Mémoires/Histoire,Histoire,,2003,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/culture-coloniale-1871-1931--9782746702998.htm
9782746704855,,Culture impériale 1931-1961,Blanchard,Pascal,Autrement,Mémoires/Histoire,Histoire,,2004,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/culture-imperiale--9782746704855.htm
9782746708952,,Culture post-coloniale 1961-2006,Blanchard,Pascal,Autrement,Mémoires/Histoire,Histoire,,2006,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/culture-post-coloniale-1961-2006--9782746708952.htm
9782847345261,9791021008984,C'était un autre millénaire,Riché,Pierre,Tallandier,Hors collection,Histoire,,2008,2016-04-01,non,D,infos non disponibles,http://www.cairn.info/c-etait-un-autre-millenaire--9782847345261.htm
9782847345698,9791021002098,De Gaulle et le Vietnam,Journoud,Pierre,Tallandier,Hors collection,Histoire,,2011,2016-02-01,non,E,infos non disponibles,http://www.cairn.info/de-gaulle-et-le-vietnam--9782847345698.htm
9782262047757,,"De Gaulle, la République et la France Libre",Crémieux-Brilhac,Jean-Louis,Éditions Perrin,Tempus,Histoire,,2014,2017-10-03,non,E,infos non disponibles,http://www.cairn.info/de-gaulle-la-republique-et-la-france-libre--9782262047757.htm
9782130594727,,De Vichy à la Communauté européenne,Cohen,Antonin,P.U.F.,Hors collection,Histoire,,2012,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/de-vichy-a-la-communaute-europeenne--9782130594727.htm
9782707140074,9782707181244,De l'Indochine à l'Algérie,Bancel,Nicolas,La Découverte,TAP / série histoire contemporaine,Histoire,,2003,2010-06-22,non,D,infos non disponibles,http://www.cairn.info/de-l-indochine-a-l-algerie--9782707140074.htm
9782262037932,,De l'Empire à la République,Bonhomme,Éric,Éditions Perrin,Documents et témoignages,Histoire,,2011,2017-10-03,non,E,infos non disponibles,http://www.cairn.info/de-l-empire-a-la-republique--9782262037932.htm
9782130592259,,Des Gaulois aux Carolingiens,Dumézil,Bruno,P.U.F.,Une histoire personnelle de ...,Histoire,,2013,2017-04-05,non,D,infos non disponibles,http://www.cairn.info/des-gaulois-aux-carolingiens--9782130592259.htm
9782130543404,9782130738459,Devenir curé à Paris,de Dainville-Barbiche,Ségolène,P.U.F.,Le Noeud Gordien,Histoire,,2005,2015-04-20,non,G,infos non disponibles,http://www.cairn.info/devenir-cure-a-paris--9782130543404.htm
9791021000575,9791021000742,Diên Biên Phu,Cadeau,Ivan,Tallandier,L'Histoire en batailles,Histoire,,2013,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/dien-bien-phu--9791021000575.htm
9782714412362,9782714468093,Endetté comme une mule ou la passion d'éditer,Losfeld,Éric,Belfond (ReLIRE),Hors collection - Belfond,Histoire,,1979,2016-10-04,non,B,infos non disponibles,http://www.cairn.info/endette-comme-une-mule-ou-la-passion-d-editer--9782714412362.htm
9782130577805,9782130740766,Femmes et Réformation à Strasbourg (1521-1549),Heitz-Muller,Anne-Marie,P.U.F.,Études d'histoire et de philosophie religieuses,Histoire,,2009,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/femmes-et-reformation-a-strasbourg-1521-1549--9782130577805.htm
9782841741079,9782841748228,Fraternité universelle et intérêt national (1713-1795),Belissa,Marc,Éditions Kimé,Le sens de l'histoire,Histoire,,1998,2016-10-03,non,E,infos non disponibles,http://www.cairn.info/fraternite-universelle-et-interet-national--9782841741079.htm
9782130535980,9782130637240,"Georges Pompidou face à la mutation économique de l'Occident, 1969-1974 ",Bussière,Éric,P.U.F.,Politique d'aujourd'hui,Histoire,,2003,2014-07-01,non,G,infos non disponibles,http://www.cairn.info/georges-pompidou-face-a-la-mutation-economique-de---9782130535980.htm
9791021017412,9791021017603,Génération sans pareille,Sirinelli,Jean-François,Tallandier,Hors collection,Histoire,,2015,2016-07-04,non,F,infos non disponibles,http://www.cairn.info/generation-sans-pareille--9791021017412.htm
9791021004481,9791021002135,Hastings,Bouet,Pierre,Tallandier,Texto,Histoire,,2014,2015-11-03,non,C,infos non disponibles,http://www.cairn.info/hastings--9791021004481.htm
9782200353278,9782200256104,Histoire culturelle de la France au XIXe siècle,Yon,Jean-Claude,Armand Colin,U,Histoire,,2010,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/histoire-culturelle-de-la-france-au-xixe-siecle--9782200353278.htm
9782600010382,,Histoire de la Société générale (I) 1864-1890,Bonin,Hubert,Librairie Droz,Publications d'histoire économique et sociale internationale,Histoire,,2006,2015-05-13,non,F,infos non disponibles,http://www.cairn.info/histoire-de-la-societe-generale-1864-1890--9782600010382.htm
9782908212518,9782841748297,Histoire de l'agrégation,Chervel,André,Éditions Kimé,Le sens de l'histoire,Histoire,,1993,2016-11-08,non,C,infos non disponibles,http://www.cairn.info/histoire-de-l-agregation--978290821251X.htm
9782262050894,,Histoire des guerres de Vendée,Gabory,Émile,Éditions Perrin,Synthèses historiques,Histoire,,2015,2017-10-03,non,F,infos non disponibles,http://www.cairn.info/histoire des guerres de vendee--9782262050894.htm
9791021013568,9791021013582,Histoire du Front populaire,Vigreux,Jean,Tallandier,Histoire de...,Histoire,,2016,2016-07-04,non,F,infos non disponibles,http://www.cairn.info/histoire-du-front-populaire--9791021013568.htm
9782200290665,9782200292676,Histoire du christianisme en France,Tallon,Alain,Armand Colin,U,Histoire,,2014,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/histoire-du-christianisme-en-france--9782200290665.htm
9782200346935,9782200242367,Histoire politique de la Ve République,Bernard,Mathias,Armand Colin,U,Histoire,,2008,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/histoire-politique-de-la-v-e-republique--9782200346935.htm
9782600018289,,Histoire économique et sociale de la Savoie de 1860 à nos jours,Varaschin,Denis,Librairie Droz,Publications d'histoire économique et sociale internationale,Histoire,,2014,2016-06-30,non,E,infos non disponibles,http://www.cairn.info/histoire-economique-et-sociale-de-la-savoie--9782600018289.htm
9782707117496,9782348012112,Histoire économique et sociale de la V,Gauron,André,La Découverte,Cahiers libres,Histoire,,1988,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/histoire-economique-et-sociale-de-la-cinquieme--9782707117496.htm
9782262001025,9782262053338,Hérault de Séchelles ou la Révolution fraternelle,de Contades,Arnold,Éditions Perrin,Hors collection,Histoire,,1978,2016-10-04,non,A,infos non disponibles,http://www.cairn.info/herault-de-sechelles-ou-la-revolution-fraternelle--9782262001025.htm
9782708408036,,Hérésie et inquisition dans le Midi de la France,Biget,Jean-Louis,Éditions Picard,Les médiévistes français,Histoire,,2007,2015-03-12,non,E,infos non disponibles,http://www.cairn.info/heresie-et-inquisition-dans-le-midi-de-la-france--9782708408036.htm
9782746714472,,Immigrations en Poitou-Charentes,Billion,Pierre,Autrement,"Français d'ailleurs, peuple d'ici",Histoire,,2010,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/immigrations-en-poitou-charentes--9782746714472.htm
9782708408852,,Institutions et pouvoirs en France,Mattéoni,Olivier,Éditions Picard,Les médiévistes français,Histoire,,2010,2015-03-12,non,E,infos non disponibles,http://www.cairn.info/institutions-et-pouvoirs-en-france--9782708408852.htm
9782707130815,9782707171917,Intellectuels communistes,Matonti,Frédérique,La Découverte,Espace de l'histoire,Histoire,,2005,2013-04-02,non,D,infos non disponibles,http://www.cairn.info/intellectuels-communistes--9782707130815.htm
9782707136077,9782707170460,Inventer la biomédecine,Gaudillière,Jean-Paul,La Découverte,TAP/Histoire des sciences,Histoire,,2002,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/inventer-la-biomedecine--9782707136077.htm
9782130561385,,Jacques Chaban-Delmas en politique,Lachaise,Bernard,P.U.F.,Hors collection,Histoire,,2007,2016-09-19,non,G,infos non disponibles,http://www.cairn.info/jacques-chaban-delmas-en-politique--9782130561385.htm
9782262000806,9782262054359,Jeanne d'Arc,Bourassin,Emmanuel,Éditions Perrin,Hors collection,Histoire,,1977,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/jeanne-d-arc--9782262000806.htm
9782130617617,,L' Ancien Régime,Le Gall,Jean-Marie,P.U.F.,Une histoire personnelle de ...,Histoire,,2013,2017-04-05,non,D,infos non disponibles,http://www.cairn.info/l-ancien-regime--9782130617617.htm
9782847346626,,L'Affaire Rouy,Ripa,Yannick,Tallandier,Hors collection,Histoire,,2010,2015-12-01,non,D,infos non disponibles,http://www.cairn.info/l-affaire-rouy--9782847346626.htm
9782262009830,9782262057800,L'An I de la République,Bertaud,Jean-Paul,Éditions Perrin,Hors collection,Histoire,,1992,2016-10-04,non,B,infos non disponibles,http://www.cairn.info/l-an-un-de-la-republique--9782262009830.htm
9782847342505,,L'Asile incertain,Caron,Vicki,Tallandier,Hors collection,Histoire,,2008,2015-12-01,non,E,infos non disponibles,http://www.cairn.info/l-asile-incertain--9782847342505.htm
9782262006013,9782262059361,L'Assassinat du duc de Guise,Bourassin,Emmanuel,Éditions Perrin,Hors collection,Histoire,,1991,2016-10-04,non,B,infos non disponibles,http://www.cairn.info/l-assassinat-du-duc-de-guise--9782262006013.htm
9782130398523,9782130701125,L'Idée d'égalité en France au XVIIIe siècle,Delaporte,André,P.U.F.,Histoires,Histoire,,1987,2016-10-03,non,E,infos non disponibles,http://www.cairn.info/idee-d-egalite-en-france-au-xviiie-siecle--9782130398523.htm
9782724600278,9782724685718,L'Organisation armée secrète,Lancelot,Marie-Thérèse,Presses de Sciences Po,Académique ,Histoire,,1963,2012-04-01,non,F,infos non disponibles,http://www.cairn.info/l-organisation-armee-secrete--9782724600274.htm
9782855654942,9782259248105,"L'enfant, la famille et la Révolution française",Lévy, Marie-Françoise,Plon (ReLIRE),Hors collection,Histoire,,1989,2017-01-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-la-famille-et-la-revolution-francaise--9782855654942.htm
9782707111180,9782348007910,L'usine et la vie ,Bleitrach,Danielle,La Découverte,Luttes sociales,Histoire,,1979,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/l-uusine-et-la-vie--9782707111180.htm
